ID,ADDR,HEADERS,CONTENT,STATUS_CODE,REQ_TYPE,VALUE,TIME
RES_62_P7547,24.196.35.152,"{'WWW-Authenticate': 'Digest realm=""Sagemcom TR-069"", qop=""auth,auth-int"", nonce=""5cd1f79fca7f6b214412"", opaque=""33a807cc""', 'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_63_P7547,65.189.70.57,"{'WWW-Authenticate': 'Digest realm=""Sagemcom TR-069"", qop=""auth,auth-int"", nonce=""5cd1f79fcad0593ad50e"", opaque=""444e07cc""', 'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_64_P7547,24.176.151.73,"{'WWW-Authenticate': 'Digest realm=""Sagemcom TR-069"", qop=""auth,auth-int"", nonce=""5cd1f7a0ca79b7e74e22"", opaque=""f8069111""', 'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_65_P7547,86.154.5.219,"{'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',404,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_66_P7547,172.74.201.179,"{'WWW-Authenticate': 'Digest realm=""Sagemcom TR-069"", qop=""auth,auth-int"", nonce=""5cd1f7a0caaa84041b96"", opaque=""10e7be2b""', 'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_67_P7547,24.74.73.122,"{'Content-Length': '0', 'Server': 'TR069 client TCP connection request Server', 'WWW-Authenticate': 'Digest realm=""TR069 Client"", nonce=""Jpmhn11moAF8q2VChY8QRuYgxYu/OlX"", algorithm=""MD5"", domain=""/""', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_68_P7547,86.175.157.23,"{'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',404,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_69_P7547,98.27.141.239,"{'WWW-Authenticate': 'Digest realm=""Sagemcom TR-069"", qop=""auth,auth-int"", nonce=""5cd1f7a7cb19a96dad9d"", opaque=""183b1395""', 'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_70_P7547,67.8.238.168,"{'WWW-Authenticate': 'Digest realm=""Sagemcom TR-069"", qop=""auth,auth-int"", nonce=""5cd1f7a8ca61dc49155b"", opaque=""c952fbc8""', 'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_71_P7547,68.203.63.151,"{'Content-Length': '0', 'Server': 'TR069 client TCP connection request Server', 'WWW-Authenticate': 'Digest realm=""TR069 Client"", nonce=""UiRruYDakXLbEtaUai7gsyIBaj9Vze1"", algorithm=""MD5"", domain=""/""', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_72_P7547,97.101.41.165,"{'Content-Length': '0', 'Server': 'TR069 client TCP connection request Server', 'WWW-Authenticate': 'Digest realm=""TR069 Client"", nonce=""UiRruYDakXLbEtaUai7gsyIBaj9Vze1"", algorithm=""MD5"", domain=""/""', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_73_P7547,86.143.21.8,"{'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',404,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_74_P7547,97.101.157.111,"{'WWW-Authenticate': 'Digest realm=""Sagemcom TR-069"", qop=""auth,auth-int"", nonce=""5cd1f7abcadac32f0d88"", opaque=""b8d5343e""', 'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_75_P7547,69.204.41.18,"{'WWW-Authenticate': 'Digest realm=""Sagemcom TR-069"", qop=""auth,auth-int"", nonce=""5cd1f7accae1c4ed2694"", opaque=""5375b62a""', 'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_76_P7547,172.114.221.71,"{'WWW-Authenticate': 'Digest realm=""Sagemcom TR-069"", qop=""auth,auth-int"", nonce=""5cd1f7abca97d446715b"", opaque=""fb42a231""', 'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
RES_77_P7547,47.224.70.67,"{'WWW-Authenticate': 'Digest realm=""Sagemcom TR-069"", qop=""auth,auth-int"", nonce=""5cd1f7abcac144b850d5"", opaque=""b257aee3""', 'Server': 'gSOAP/2.7', 'Content-Length': '0', 'Connection': 'close'}",b'',401,<PreparedRequest [GET]>,2022-05-02 23:10:34.405117
