SessionID,ADDR,RequestID,ResponseID,TIME,STATUS,PORT
S1,"('128.14.134.170', 52350)",REQ_4_P88,RES_7_P88,2022-05-11 12:32:25.383538,closed,88
S2,"('198.235.24.3', 54273)",REQ_5_P88,RES_1_P88,2022-05-12 22:15:48.990748,closed,88
S3,"('198.235.24.31', 52917)",REQ_6_P88,RES_11_P88,2022-05-14 00:35:34.307267,closed,88
S4,"('23.225.163.199', 57098)",REQ_7_P88,RES_10_P88,2022-05-16 15:34:33.390485,closed,88
S4,"('23.225.163.199', 57144)",REQ_8_P88,RES_1_P88,2022-05-16 15:34:44.616683,closed,88
S4,"('23.225.163.199', 59648)",REQ_9_P88,RES_12_P88,2022-05-16 15:34:45.713000,closed,88
S4,"('23.225.163.199', 60290)",REQ_10_P88,RES_13_P88,2022-05-16 15:34:46.932333,closed,88
S4,"('23.225.163.199', 60580)",REQ_11_P88,RES_10_P88,2022-05-16 15:34:48.157506,closed,88
S4,"('23.225.163.199', 60844)",REQ_12_P88,RES_10_P88,2022-05-16 15:34:49.414493,closed,88
S4,"('23.225.163.199', 32822)",REQ_13_P88,RES_13_P88,2022-05-16 15:34:50.669777,closed,88
S11,"('192.241.201.89', 43086)",REQ_14_P88,RES_8_P88,2022-05-16 17:51:01.350133,closed,88
S12,"('159.203.12.17', 61953)",REQ_15_P88,RES_13_P88,2022-05-16 18:20:59.240629,closed,88
S13,"('192.241.212.85', 35760)",REQ_16_P88,RES_10_P88,2022-05-22 17:51:22.734000,open,88
